,PTS_home,FG_PCT_home,AST_home,REB_home,HOME_TEAM_WINS
PTS_home,1.0,0.666337465287539,0.5934185347230869,0.15258792797428,0.40802041427104807
FG_PCT_home,0.666337465287539,1.0,0.5504220099641302,-0.19603078612083802,0.43071068457212486
AST_home,0.5934185347230869,0.5504220099641302,1.0,0.05909427815582667,0.3106513285923395
REB_home,0.15258792797428,-0.19603078612083802,0.05909427815582667,1.0,0.24413367726166238
HOME_TEAM_WINS,0.40802041427104807,0.43071068457212486,0.3106513285923395,0.24413367726166238,1.0
